team_oid,teamname,teamcity,user_oid,fio,email,telephone,sex,birthdate,status,role,discipline_json
2283,"Masters D-10 W группа 2 #18","Нижний Новгород",1371,"Соколова Ксения Андреевна",masters.w.100245@pulse.test,9000100245,Ж,1980-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2283,"Masters D-10 W группа 2 #18","Нижний Новгород",1372,"Попова Ольга Павловна",masters.w.100246@pulse.test,9000100246,Ж,1980-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2283,"Masters D-10 W группа 2 #18","Нижний Новгород",1373,"Петрова Наталья Павловна",masters.w.100247@pulse.test,9000100247,Ж,1981-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2283,"Masters D-10 W группа 2 #18","Нижний Новгород",1374,"Смирнов Дмитрий Иванович",masters.w.100248@pulse.test,9000100248,М,1980-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1389,"Сидорова Мария Максимовна",masters.w.100263@pulse.test,9000100263,Ж,1983-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1390,"Сидоров Сергей Андреевич",masters.w.100264@pulse.test,9000100264,М,1980-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1391,"Петрова Ксения Андреевна",masters.w.100265@pulse.test,9000100265,Ж,1981-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1378,"Соколова Елена Павловна",masters.w.100252@pulse.test,9000100252,Ж,1982-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1379,"Лебедева Екатерина Андреевна",masters.w.100253@pulse.test,9000100253,Ж,1979-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1380,"Попов Павел Андреевич",masters.w.100254@pulse.test,9000100254,М,1982-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1381,"Петрова Ирина Павловна",masters.w.100255@pulse.test,9000100255,Ж,1980-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1382,"Новикова Ксения Сергеевна",masters.w.100256@pulse.test,9000100256,Ж,1982-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1383,"Попова Анна Андреевна",masters.w.100257@pulse.test,9000100257,Ж,1983-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1384,"Козлова Ксения Павловна",masters.w.100258@pulse.test,9000100258,Ж,1981-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1385,"Попова Анна Сергеевна",masters.w.100259@pulse.test,9000100259,Ж,1981-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1386,"Соколова Ирина Алексеевна",masters.w.100260@pulse.test,9000100260,Ж,1979-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1387,"Иванова Ольга Сергеевна",masters.w.100261@pulse.test,9000100261,Ж,1981-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2284,"Masters D-10 W группа 2 #19",Тюмень,1388,"Лебедева Екатерина Андреевна",masters.w.100262@pulse.test,9000100262,Ж,1980-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1403,"Смирнов Сергей Иванович",masters.w.100277@pulse.test,9000100277,М,1980-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1404,"Кузнецова Наталья Алексеевна",masters.w.100278@pulse.test,9000100278,Ж,1982-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1405,"Петров Дмитрий Сергеевич",masters.w.100279@pulse.test,9000100279,М,1980-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1392,"Новикова Анна Павловна",masters.w.100266@pulse.test,9000100266,Ж,1983-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1393,"Лебедева Елена Сергеевна",masters.w.100267@pulse.test,9000100267,Ж,1980-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1394,"Кузнецова Наталья Андреевна",masters.w.100268@pulse.test,9000100268,Ж,1981-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1395,"Кузнецова Ольга Павловна",masters.w.100269@pulse.test,9000100269,Ж,1983-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1396,"Козлова Екатерина Ивановна",masters.w.100270@pulse.test,9000100270,Ж,1981-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1397,"Новикова Татьяна Максимовна",masters.w.100271@pulse.test,9000100271,Ж,1980-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1398,"Соколова Наталья Сергеевна",masters.w.100272@pulse.test,9000100272,Ж,1982-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1399,"Новикова Татьяна Павловна",masters.w.100273@pulse.test,9000100273,Ж,1979-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1400,"Новикова Наталья Сергеевна",masters.w.100274@pulse.test,9000100274,Ж,1982-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1401,"Сидорова Мария Максимовна",masters.w.100275@pulse.test,9000100275,Ж,1981-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2285,"Masters D-10 W группа 2 #20",Тюмень,1402,"Козлов Андрей Максимович",masters.w.100276@pulse.test,9000100276,М,1981-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1417,"Смирнов Андрей Сергеевич",masters.w.100291@pulse.test,9000100291,М,1980-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1418,"Попов Максим Иванович",masters.w.100292@pulse.test,9000100292,М,1983-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1419,"Иванов Егор Павлович",masters.w.100293@pulse.test,9000100293,М,1983-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1406,"Смирнова Екатерина Алексеевна",masters.w.100280@pulse.test,9000100280,Ж,1980-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1407,"Козлова Ксения Сергеевна",masters.w.100281@pulse.test,9000100281,Ж,1982-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1408,"Новикова Ольга Сергеевна",masters.w.100282@pulse.test,9000100282,Ж,1982-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1409,"Петрова Ирина Алексеевна",masters.w.100283@pulse.test,9000100283,Ж,1980-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1410,"Сидорова Екатерина Алексеевна",masters.w.100284@pulse.test,9000100284,Ж,1983-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1411,"Кузнецова Екатерина Андреевна",masters.w.100285@pulse.test,9000100285,Ж,1980-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1412,"Иванова Дарья Андреевна",masters.w.100286@pulse.test,9000100286,Ж,1982-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1413,"Петров Николай Сергеевич",masters.w.100287@pulse.test,9000100287,М,1981-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1414,"Соколова Ольга Павловна",masters.w.100288@pulse.test,9000100288,Ж,1981-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1415,"Сидорова Ирина Сергеевна",masters.w.100289@pulse.test,9000100289,Ж,1979-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2286,"Masters D-10 W группа 2 #21",Новосибирск,1416,"Иванов Дмитрий Андреевич",masters.w.100290@pulse.test,9000100290,М,1981-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1431,"Лебедев Егор Павлович",masters.w.100305@pulse.test,9000100305,М,1970-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1432,"Лебедева Ирина Алексеевна",masters.w.100306@pulse.test,9000100306,Ж,1969-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1433,"Соколов Максим Максимович",masters.w.100307@pulse.test,9000100307,М,1972-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1420,"Новикова Ольга Сергеевна",masters.w.100294@pulse.test,9000100294,Ж,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1421,"Соколова Ксения Максимовна",masters.w.100295@pulse.test,9000100295,Ж,1971-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1422,"Сидорова Дарья Ивановна",masters.w.100296@pulse.test,9000100296,Ж,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1423,"Лебедева Ирина Сергеевна",masters.w.100297@pulse.test,9000100297,Ж,1971-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1424,"Попова Ирина Павловна",masters.w.100298@pulse.test,9000100298,Ж,1970-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1425,"Сидорова Анна Сергеевна",masters.w.100299@pulse.test,9000100299,Ж,1971-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1426,"Козлова Дарья Павловна",masters.w.100300@pulse.test,9000100300,Ж,1970-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1427,"Лебедева Анна Алексеевна",masters.w.100301@pulse.test,9000100301,Ж,1973-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1428,"Смирнова Ольга Павловна",masters.w.100302@pulse.test,9000100302,Ж,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1429,"Петрова Татьяна Сергеевна",masters.w.100303@pulse.test,9000100303,Ж,1973-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2287,"Masters D-10 W группа 3 #22",Санкт-Петербург,1430,"Лебедев Павел Иванович",masters.w.100304@pulse.test,9000100304,М,1970-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1445,"Лебедева Екатерина Ивановна",masters.w.100319@pulse.test,9000100319,Ж,1970-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1446,"Попова Ксения Андреевна",masters.w.100320@pulse.test,9000100320,Ж,1970-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1447,"Смирнова Татьяна Алексеевна",masters.w.100321@pulse.test,9000100321,Ж,1973-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1434,"Лебедева Татьяна Ивановна",masters.w.100308@pulse.test,9000100308,Ж,1970-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1435,"Иванова Дарья Павловна",masters.w.100309@pulse.test,9000100309,Ж,1973-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1436,"Кузнецова Екатерина Павловна",masters.w.100310@pulse.test,9000100310,Ж,1973-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1437,"Иванова Елена Сергеевна",masters.w.100311@pulse.test,9000100311,Ж,1969-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1438,"Иванова Дарья Павловна",masters.w.100312@pulse.test,9000100312,Ж,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1439,"Смирнова Наталья Сергеевна",masters.w.100313@pulse.test,9000100313,Ж,1973-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1440,"Новикова Анна Андреевна",masters.w.100314@pulse.test,9000100314,Ж,1969-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1441,"Кузнецова Екатерина Павловна",masters.w.100315@pulse.test,9000100315,Ж,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1442,"Соколова Анна Павловна",masters.w.100316@pulse.test,9000100316,Ж,1969-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1443,"Лебедева Ирина Максимовна",masters.w.100317@pulse.test,9000100317,Ж,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2288,"Masters D-10 W группа 3 #23",Казань,1444,"Кузнецов Николай Алексеевич",masters.w.100318@pulse.test,9000100318,М,1969-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1459,"Новикова Анна Максимовна",masters.w.100333@pulse.test,9000100333,Ж,1973-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1460,"Иванова Анна Ивановна",masters.w.100334@pulse.test,9000100334,Ж,1972-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1461,"Сидоров Дмитрий Сергеевич",masters.w.100335@pulse.test,9000100335,М,1970-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1448,"Смирнова Дарья Максимовна",masters.w.100322@pulse.test,9000100322,Ж,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1449,"Петрова Мария Ивановна",masters.w.100323@pulse.test,9000100323,Ж,1970-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1450,"Соколова Екатерина Алексеевна",masters.w.100324@pulse.test,9000100324,Ж,1970-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1451,"Кузнецова Ирина Павловна",masters.w.100325@pulse.test,9000100325,Ж,1970-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1452,"Лебедева Ирина Максимовна",masters.w.100326@pulse.test,9000100326,Ж,1970-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1453,"Козлова Ксения Ивановна",masters.w.100327@pulse.test,9000100327,Ж,1971-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1454,"Соколова Ирина Андреевна",masters.w.100328@pulse.test,9000100328,Ж,1971-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1455,"Новикова Мария Андреевна",masters.w.100329@pulse.test,9000100329,Ж,1973-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1456,"Сидорова Елена Павловна",masters.w.100330@pulse.test,9000100330,Ж,1972-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1457,"Иванова Наталья Сергеевна",masters.w.100331@pulse.test,9000100331,Ж,1973-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2289,"Masters D-10 W группа 3 #24",Тюмень,1458,"Новикова Ольга Сергеевна",masters.w.100332@pulse.test,9000100332,Ж,1972-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1473,"Иванова Екатерина Сергеевна",masters.w.100347@pulse.test,9000100347,Ж,1963-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1474,"Иванов Павел Сергеевич",masters.w.100348@pulse.test,9000100348,М,1963-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1475,"Новиков Алексей Иванович",masters.w.100349@pulse.test,9000100349,М,1962-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1462,"Петрова Елена Максимовна",masters.w.100336@pulse.test,9000100336,Ж,1962-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1463,"Козлова Мария Алексеевна",masters.w.100337@pulse.test,9000100337,Ж,1961-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1464,"Соколова Татьяна Ивановна",masters.w.100338@pulse.test,9000100338,Ж,1961-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1465,"Иванова Ольга Максимовна",masters.w.100339@pulse.test,9000100339,Ж,1960-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1466,"Козлова Ксения Сергеевна",masters.w.100340@pulse.test,9000100340,Ж,1963-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1467,"Соколова Наталья Алексеевна",masters.w.100341@pulse.test,9000100341,Ж,1959-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1468,"Смирнова Ирина Алексеевна",masters.w.100342@pulse.test,9000100342,Ж,1960-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1469,"Козлова Елена Алексеевна",masters.w.100343@pulse.test,9000100343,Ж,1962-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1470,"Сидорова Ирина Ивановна",masters.w.100344@pulse.test,9000100344,Ж,1962-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1471,"Петрова Анна Ивановна",masters.w.100345@pulse.test,9000100345,Ж,1962-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2290,"Masters D-10 W группа 4 #25","Нижний Новгород",1472,"Петров Андрей Андреевич",masters.w.100346@pulse.test,9000100346,М,1963-07-01,Подтверждён,steerer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2291,"Masters D-10 W группа 4 #26",Краснодар,1487,"Козлова Ксения Павловна",masters.w.100361@pulse.test,9000100361,Ж,1959-07-01,Подтверждён,drummer,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2291,"Masters D-10 W группа 4 #26",Краснодар,1488,"Новиков Максим Алексеевич",masters.w.100362@pulse.test,9000100362,М,1962-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2291,"Masters D-10 W группа 4 #26",Краснодар,1489,"Соколов Иван Павлович",masters.w.100363@pulse.test,9000100363,М,1961-07-01,Подтверждён,reserve,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2291,"Masters D-10 W группа 4 #26",Краснодар,1476,"Новикова Ольга Андреевна",masters.w.100350@pulse.test,9000100350,Ж,1962-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2291,"Masters D-10 W группа 4 #26",Краснодар,1477,"Козлова Анна Ивановна",masters.w.100351@pulse.test,9000100351,Ж,1962-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2291,"Masters D-10 W группа 4 #26",Краснодар,1478,"Кузнецова Ольга Ивановна",masters.w.100352@pulse.test,9000100352,Ж,1963-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2291,"Masters D-10 W группа 4 #26",Краснодар,1479,"Смирнова Ольга Максимовна",masters.w.100353@pulse.test,9000100353,Ж,1963-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
2291,"Masters D-10 W группа 4 #26",Краснодар,1480,"Смирнова Ксения Ивановна",masters.w.100354@pulse.test,9000100354,Ж,1963-07-01,Подтверждён,rower,"{""D-10"": {""sex"": [""W""], ""dist"": [""200, 500, 1000""]}}"
